ticker,company_name,security_name,yahoo_exchange,listing_exchange,market_cap,exclusion_reason
BIP,Brookfield Infrastructure Partners L.P.,Brookfield Infrastructure Partners LP Limited Partnership Units,NYQ,NYSE,31273951232,non_common_security
BNS,The Bank of Nova Scotia,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,NYQ,NYSE,107950735360,non_common_security
BSM,"Black Stone Minerals, L.P.","Black Stone Minerals, L.P. Common units representing limited partner interests",NYQ,NYSE,3091865344,non_common_security
BXSL,Blackstone Secured Lending Fund,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,NYQ,NYSE,5430097920,non_common_security
CLM,"Cornerstone Strategic Investment Fund, Inc.","Cornerstone Strategic Investment Fund, Inc. Common Shares",ASE,NYSE American,2225477120,non_common_security
CQP,"Cheniere Energy Partners, L.P.","Cheniere Energy Partners, LP Common Units",NYQ,NYSE,31042387968,non_common_security
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,NYQ,NYSE,425960928,non_common_security
DJTWW,Trump Media & Technology Group Corp.,Trump Media & Technology Group Corp. - Warrants,NGM,NASDAQ,1242211968,non_common_security
DKL,"Delek Logistics Partners, LP","Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",NYQ,NYSE,3036436224,non_common_security
DMLP,"Dorchester Minerals, L.P.","Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",NMS,NASDAQ,1230996480,non_common_security
DNP,DNP Select Income Fund Inc.,"DNP Select Income Fund, Inc. Common Stock",NYQ,NYSE,4028218624,non_common_security
ET,Energy Transfer LP,Energy Transfer LP Common Units,NYQ,NYSE,69993177088,non_common_security
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,NYQ,NYSE,1841647488,non_common_security
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,NYQ,NYSE,1744313216,non_common_security
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",NYQ,NYSE,2314347264,non_common_security
EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,NYQ,NYSE,2137141632,non_common_security
GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc. - Closed End Fund",NMS,NASDAQ,3336943360,non_common_security
GEL,"Genesis Energy, L.P.","Genesis Energy, L.P. Common Units",NYQ,NYSE,1819819776,non_common_security
GLP,Global Partners LP,Global Partners LP Common Units representing Limited Partner Interests,NYQ,NYSE,1652708992,non_common_security
HYT,"BlackRock Corporate High Yield Fund, Inc.","Blackrock Corporate High Yield Fund, Inc. Common Stock",NYQ,NYSE,1372864000,non_common_security
IEP,Icahn Enterprises L.P.,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,NMS,NASDAQ,5013497344,non_common_security
JPC,Nuveen Preferred & Income Opportunities Fund,Nuveen Preferred & Income Opportunities Fund,NYQ,NYSE,2904252928,non_common_security
KRP,"Kimbell Royalty Partners, LP",Kimbell Royalty Partners Common Units Representing Limited Partner Interests,NYQ,NYSE,1556265088,non_common_security
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.","Kayne Anderson Energy Infrastructure Fund, Inc.",NYQ,NYSE,2382985728,non_common_security
MNR,Mach Natural Resources LP,Mach Natural Resources LP Common Units representing Limited Partner Interests,NYQ,NYSE,2205118976,non_common_security
MPLX,MPLX LP,MPLX LP Common Units Representing Limited Partner Interests,NYQ,NYSE,60163563520,non_common_security
MQY,"BlackRock MuniYield Quality Fund, Inc.","Blackrock MuniYield Quality Fund, Inc. Common Stock",NYQ,NYSE,811001536,non_common_security
MUC,"BlackRock MuniHoldings California Quality Fund, Inc.","Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",NYQ,NYSE,1003058688,non_common_security
NAC,Nuveen California Quality Municipal Income Fund,Nuveen California Quality Municipal Income Fund,NYQ,NYSE,1852471552,non_common_security
NAD,Nuveen Quality Municipal Income Fund,Nuveen Quality Municipal Income Fund Common Stock,NYQ,NYSE,2738535680,non_common_security
NEA,Nuveen AMT-Free Quality Municipal Income Fund,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NYQ,NYSE,3385154560,non_common_security
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund","Virtus Dividend, Interest & Premium Strategy Fund Common Shares of Beneficial Interest",NYQ,NYSE,1456695168,non_common_security
NGL,NGL Energy Partners LP,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,NYQ,NYSE,2121842944,non_common_security
NMM,Navios Maritime Partners L.P.,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NYQ,NYSE,2226784512,non_common_security
NMZ,Nuveen Municipal High Income Opportunity Fund,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",NYQ,NYSE,2188135936,non_common_security
NUV,"Nuveen Municipal Value Fund, Inc.","Nuveen Municipal Value Fund, Inc. Common Stock",NYQ,NYSE,1878251520,non_common_security
NVG,Nuveen AMT-Free Municipal Credit Income Fund,Nuveen AMT-Free Municipal Credit Income Fund,NYQ,NYSE,2663236608,non_common_security
NZF,Nuveen Municipal Credit Income Fund,Nuveen Municipal Credit Income Fund,NYQ,NYSE,2417523968,non_common_security
PAA,"Plains All American Pipeline, L.P.","Plains All American Pipeline, L.P. - Common Units representing Limited Partner Interests",NMS,NASDAQ,16347169792,non_common_security
PTY,PIMCO Corporate & Income Opportunity Fund,Pimco Corporate & Income Opportunity Fund,NYQ,NYSE,2495027200,non_common_security
RQI,"Cohen & Steers Quality Income Realty Fund, Inc.",Cohen & Steers Quality Income Realty Fund Inc Common Shares,NYQ,NYSE,1699231872,non_common_security
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Nuveen S&P 500 Dynamic Overwrite Fund,NYQ,NYSE,339397120,non_common_security
STEW,"SRH Total Return Fund, Inc.","SRH Total Return Fund, Inc. Common Stock",NYQ,NYSE,1804420480,non_common_security
SUN,Sunoco LP,Sunoco LP Common Units representing limited partner interests,NYQ,NYSE,13821900800,non_common_security
SUNC,SunocoCorp LLC,"SunocoCorp LLC Common Units, representing limited liability company interests",NYQ,NYSE,3753027840,non_common_security
UAN,"CVR Partners, LP","CVR Partners, LP Common Units representing Limited Partner Interests",NYQ,NYSE,1338116096,non_common_security
USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund Common Stock,NYQ,NYSE,1843151744,non_common_security
USAC,"USA Compression Partners, LP","USA Compression Partners, LP Common Units Representing Limited Partner Interests",NYQ,NYSE,3727238912,non_common_security
UTF,"Cohen & Steers Infrastructure Fund, Inc","Cohen & Steers Infrastructure Fund, Inc Common Stock",NYQ,NYSE,3052415488,non_common_security
UTG,Reaves Utility Income Fund,Reaves Utility Income Fund Common Shares of Beneficial Interest,ASE,NYSE American,3553812224,non_common_security
WES,"Western Midstream Partners, LP","Western Midstream Partners, LP Common Units Representing Limited Partner Interests",NYQ,NYSE,19067906048,non_common_security
ALL-PH,The Allstate Corporation,,NYQ,,29064689664,not_in_symbol_directory
AXIA-PC,AXIA Energia SA,,NYQ,,23586928640,not_in_symbol_directory
EA,Electronic Arts Inc.,,NMS,,52924891136,not_in_symbol_directory
KEY-PK,KeyCorp,,NYQ,,18060984320,not_in_symbol_directory
ORLA,Orla Mining Ltd.,,ASE,,3542952192,not_in_symbol_directory
SKYT,"SkyWater Technology, Inc.",,NCM,,1597181312,not_in_symbol_directory
WFC-PC,Wells Fargo & Company,,NYQ,,113902575616,not_in_symbol_directory
